S;387823718537321;0;SN;9.681510;19.6846:7.2659:4.68124:17.9428:6:202.01:2.49595:1.0719:1.55183:-1.63481
S;851310074028642;1;SN;8.109066;24.2844:9.69254:6.79079:22.3252:6:417.948:4.66807:-4.00167:0.775275:-2.27518
S;850912523991355;2;SN;6.536623;28.8841:12.1192:8.90035:26.7076:6:209.082:2.16857:-2.00328:0.158497:0.81513
S;783203365769697;3;SN;5.887475;32.0085:14.8463:11.3883:29.7923:6:386.369:3.65803:-0.800354:1.69759:-3.13987
S;915297454800313;4;SN;5.238328;35.133:17.5735:13.8762:32.877:6:366.558:3.20122:0.323697:-3.05825:-0.888876
S;234533900361326;5;SN;4.536990;40.5108:22.9954:18.9089:38.2593:6:700.574:5.24727:-0.756109:-3.75912:-3.58205
S;578854314416325;6;SN;4.093454;48.326:28.8399:24.3016:45.8774:6:212.282:1.44201:1.13267:0.704469:0.547887
S;817548518285673;7;SN;3.593394;56.2584:33.9316:30.1405:43.1759:6:637.281:24.5762:3.48342:-6.0495:-23.564
S;767273260708545;8;SN;3.258475;54.2135:52.5603:46.9246:44.8702:6:472.985:12.5349:8.83085:7.10056:5.35934
