20	0.002	0.0	compact	zams	end	all
25	0.002	0.0	compact	zams	end	all
30	0.002	0.0	compact	zams	end	all
35	0.002	0.0	compact	zams	end	all
40	0.002	0.0	compact	zams	end	all
50	0.002	0.0	compact	zams	end	all
60	0.002	0.0	compact	zams	end	all
80	0.002	0.0	compact	zams	end	all
100	0.002	0.0	compact	zams	end	all
