20	0.02	0.0	compact	zams	end	all
25	0.02	0.0	compact	zams	end	all
30	0.02	0.0	compact	zams	end	all
35	0.02	0.0	compact	zams	end	all
40	0.02	0.0	compact	zams	end	all
50	0.02	0.0	compact	zams	end	all
60	0.02	0.0	compact	zams	end	all
80	0.02	0.0	compact	zams	end	all
100	0.02	0.0	compact	zams	end	all
